casts,popularity,imdb_avgRating
Richard Zeppieri,0.699,4.7
Richard Ziman,0.6,3.6
Richard de Klerk,0.7,5.85
Richard de Ruijter,0.6,5.699999999999999
Richart Clark,0.6,5.4
Richaud Valls,1.38,5.933333333333334
Richelle Plantinga,0.98,5.6
Richenda Carey,0.917,6.1
Richie Acevedo,0.6,5.5
Richie Belyski,0.6,7.1
Richie Bruderick,0.6,5.5
Richie Campbell,0.98,4.2
Richie Harkham,0.6,7.5
Richie Hicks,0.6,7.2
Richie McCaw,0.6,7.5
Richie Merritt,0.6,6.1
Richie Ren,3.3569999999999998,6.0062500000000005
Richie Sambora,1.532,4.2
Richie Varga,1.545,5.300000000000001
Richmond Arquette,1.434,5.7
Richmond Hoxie,0.6,6.7
Richy Müller,0.638,6.371428571428572
Rick Aiello,0.6,4.2
Rick Allen,1.22,6.8
Rick Baker,0.6,7.7
Rick Borgia,0.6,2.9
Rick Caine,0.6,5.7
Rick Campos,0.6,1.5
Rick Comrie,0.6,3.8
Rick Cosnett,4.153,5.6
Rick Cramer,1.62,5.225
Rick D. Wasserman,0.88,5.5
Rick Danko,0.608,7.6
Rick DeVoe,0.6,7.9
Rick Dean,0.6,2.9
Rick Doblin,0.6,8.0
Rick Ducommun,2.744,4.775
Rick Engelkes,1.62,5.9
Rick Faust,0.6,6.6
Rick Federman,1.052,3.3
Rick Fox,2.377,5.233333333333333
Rick Gonzalez,6.676999999999998,6.081249999999999
Rick Herod,0.98,5.8
Rick Hoffman,3.9159999999999995,5.799999999999999
Rick Irvin,0.98,2.9
Rick Jay Glen,0.6,
Rick Johnson,0.6,5.8
Rick Johnston,0.6,
Rick Jones,0.728,5.5
Rick Jordan,0.6,4.199999999999999
Rick Kavanian,0.648,4.783333333333332
Rick Kirkham,0.6,7.3
Rick Liso,0.6,
Rick Lundgren,0.6,2.9
Rick Macy,0.648,5.585714285714286
Rick Majeske,0.6,4.6
Rick Malambri,1.22,1.7
Rick Mears,0.6,8.2
Rick Montgomery Jr.,0.828,5.9
Rick Moody,1.4,8.4
Rick Morales,0.6,7.1
Rick Moranis,2.004,6.8
Rick Najera,1.008,3.4
Rick Negron,0.608,6.3
Rick Nicolet,0.781,6.8
Rick Otto,1.094,5.2
Rick Overton,2.355,4.854545454545455
Rick Pasqualone,2.553,7.0
Rick Perkins,0.6,2.8
Rick Peters,1.686,4.65
Rick Poli,0.6,4.35
Rick Ramnath,0.6,6.3
Rick Ramsey,0.6,1.7
Rick Ravanello,3.582,5.699999999999999
Rick Ray,0.6,7.5
Rick Roberts,1.4,6.4
Rick Rossovich,1.874,5.1
Rick Rubin,0.9170000000000001,7.5
Rick Scarry,1.96,4.1
Rick Schiaffo,0.6,7.6
Rick Snyder,1.614,3.9
Rick Sparks,0.6,4.35
Rick Stear,0.6,6.1
Rick Steward,0.6,3.0
Rick Strawcutter,0.6,7.7
Rick Swan,0.6,7.9
Rick Tae,1.4,4.6
Rick Wagner,0.6,4.4
Rick Walker,0.6,3.3
Rick Warden,2.1490000000000005,5.528571428571428
Rick Warren,0.6,5.0
Rick Washburn,0.84,3.7
Rick Yudt,0.6,5.2
Rick Yune,3.241,5.05
Rick de Leeuw,0.6,7.2
Rickard Roxvall,0.6,5.3
Rickey Medlocke,1.0,6.55
Rickey Smiley,0.6,5.45
Ricki Lake,1.24,6.066666666666667
Ricki Lander,1.62,2.9
Rickie Lee Jones,1.176,6.2
Rickie Thorsberg,0.6,3.1
Ricky Baustian,0.6,4.3
Ricky Champ,1.4,6.550000000000001
Ricky Davao,1.5053103448275873,6.503846153846153
Ricky Fan,0.6,3.0
Ricky Fan Chun-Fung,0.6,4.3
Ricky Garcia,4.967,6.1
Ricky Gervais,6.74,6.23
Ricky Goldman,0.6,6.9
Ricky Grover,0.6,5.0
Ricky Harris,1.094,5.55
Ricky Harun,0.828,5.8
Ricky Hui,1.883,5.766666666666667
Ricky Jay,2.884,6.742857142857142
Ricky Johnson,0.6,7.5
Ricky Koole,1.7,6.375
Ricky Lix,0.6,7.0
Ricky Mabe,0.84,5.333333333333333
Ricky Martin,1.4,7.5
Ricky Martinez,0.6,7.0
Ricky Memphis,0.84,5.2
Ricky Perdana,0.6,4.4
Ricky Pinulan,0.608,5.6
Ricky Rivero,0.98,6.95
Ricky Schroder,2.484,5.550000000000001
Ricky Singh,0.6,8.2
Ricky Tognazzi,0.828,5.62
Ricky Tomlinson,1.975,6.1
Ricky Ullman,2.744,5.32
Ricky Vends,0.6,6.5
Ricky Wang,0.6,
Ricky Whittle,3.73,6.4
Rico Blanco,0.6,5.1
Rico Bueno,1.619,7.3
Rico E. Anderson,1.96,6.35
Rico J. Puno,0.6,
Rico Kwok,0.694,5.2
Rico Love,0.6,3.0
Rico Mark Cardona,0.6,7.2
Rico Orbita,0.6,6.1
Rico Robles,0.6,
Rico Rodriguez,2.53,2.4
Rico Simonini,0.766,7.4
Rico Torres,0.828,3.6
Rico Yan,1.38,6.8
Rică Răducanu,0.98,5.9
Rida El Hoummadi,0.6,6.6
Riddhi Sen,0.98,7.3
Rider Strong,0.61,5.0600000000000005
Ridge Canipe,0.764,6.449999999999999
Ridhima Ghosh,0.6,6.0
Ridley Evans,0.6,6.9
Ridvan Yagci,0.6,6.7
Ridwan Remin,0.6,6.3
Rie Ino'o,1.4,6.0
Rie Kitahara,1.62,4.9
Rie Kugimiya,9.07,7.0
Rie Kuwana,0.6,7.0
Rie Minemura,0.694,5.5
Rie Miyazawa,3.695,6.591666666666666
Rie Rasmussen,1.4,6.65
Rie Takahashi,9.124,8.1
Rie Tanaka,1.62,6.1
Rie Tomosaka,1.9071666666666667,6.166666666666667
Rie Tsuneyoshi,0.6,5.0
Rie Yasuma,0.98,6.1
Rie Young-zin,0.84,5.975
Rieko Miura,1.4,2.7
Rients Gratama,0.6,7.0
Rienus Krul,1.219,3.95
Riezman Khuzaimi,0.608,5.3
Rif Hutton,1.206,6.7
Rifaqat Rashid Tiyash,0.6,7.5
Rifat Sungkar,0.6,6.1
Rifka Daum,0.6,7.9
Rifka Lodeizen,0.6,6.3
Rifky Balweel,0.6,5.1
Rigas Axelos,0.6,4.75
Rigen Rakelna,0.6,7.2
Rigg Kennedy,0.6,3.4
Rihards Daugavietis,0.6,7.3
Rihards Gailiss,0.6,6.8
Rihito Itagaki,5.503,6.9
Rihito Noda,0.6,5.3
Riho Makise,0.6,6.816666666666666
Riho Nakamura,0.98,4.8
Riho Yoshioka,4.24,5.966666666666666
Rii Sen,1.22,5.1
Riina Maidre,0.84,6.466666666666666
Riina Ries,2.705,7.9
Riisa Naka,1.4,7.7
Riitta Havukainen,0.828,6.3
Rijk Smit,0.6,5.8
Rijk de Gooyer,0.6,6.9
Rik Launspach,1.094,4.7
Rik Mayall,0.737,4.166666666666667
Rik Nagel,0.6,6.1
Rik van Uffelen,0.804,6.75
Rika  Abe,0.6,
Rika  Nagae,3.583,
Rika Ishikawa,1.22,5.699999999999999
Rika Vagiani,0.6,3.7
Rikako Aikawa,1.094,7.7
Rikako Sakata,1.38,6.6
Rikar Gil,0.6,6.6
Rikard Brzeska,1.96,6.9
Rikard Wolff,1.128,4.166666666666667
Rike Schmid,1.099,5.9
Rike Scholle,0.6,7.2
Riki Gal,0.6,4.949999999999999
Riki Lindhome,2.184,5.525
Riki Takeuchi,2.1589999999999994,6.179999999999998
Rikiya,1.556,6.459999999999999
Rikiya Koyama,2.128,6.266666666666666
Rikiya Mifune,0.6,6.2
Rikiya Yasuoka,0.698,7.25
Rikiya Ôtaka,0.98,6.65
Rikke Louise Andersson,0.8690000000000001,5.266666666666667
Rikke Lylloff,2.898,4.4
Rikke Weissfeld,0.6,4.6
Riko,0.6,4.833333333333333
Riko Fukumoto,1.4,7.1
Riko Morita,0.6,
Riko Narumi,3.4310000000000005,6.1625000000000005
Riko Suzuki,0.694,5.050000000000001
Rikus Terblanche,0.694,6.8
Riley Keough,4.11,5.45
Riley Lewis,0.6,6.5
Riley O'Malley,0.6,6.4
Riley Smith,2.703,5.0600000000000005
Riley Steele,4.844,5.4
Riley Warmoth,0.6,
Riley Weston,0.746,4.949999999999999
Rim Ali,0.6,4.8
Rim Fathi,0.6,
Rim Taoud,0.6,8.5
Rim Turkhi,0.98,7.5
Rima Melati,0.6,6.0
Rima Te Wiata,0.968,5.5
Rimi Sen,1.6320000000000003,6.407692307692307
Rimma Markova,0.631,5.6
Rimma Sarkisyan,0.6,7.0
Rimpi Das,0.6,
Rin Kurana,0.694,6.9
Rin Takanashi,2.677,6.1
Rina Grishina,1.758,4.8
Rina Hasyim,0.6,6.0
Rina Koike,0.669,7.1
Rina Matsumoto,0.6,5.6
Rina Mogami,0.98,5.9
Rina Ohta,1.389,6.05
Rina Sato,4.434,8.3
Rina Tsugami,0.6,6.6
Rina Uchiyama,1.008,6.25
Rinako Hirasawa,0.699,5.0249999999999995
Rinal Mukhametov,7.522,5.4
Rinaldo Rocco,0.6,5.7
Rinat Khismatouline,0.694,4.5
Rinat Matatov,0.6,7.1
Ringgo Agus Rahman,0.828,6.583333333333333
Ringo Starr,2.039,8.1
Rini Bell,1.176,2.6
Rini Starkey,0.6,3.6
Rini Yulianti,0.6,4.4
Rinichi Yamamoto,0.84,6.9
Rinka Otani,0.6,4.8
Rinke Khanna,0.6,6.119999999999999
Rinko Kikuchi,6.171000000000003,6.588235294117646
Rino Di Silvestro,0.6,7.4
Rino Katase,1.7974999999999999,6.699999999999999
Rino Romano,2.55,7.4
Rino Tommasi,0.6,7.9
Rino Vitucci,0.98,3.7
Rintaro Nishi,2.678,7.35
Rio Carrera,0.6,4.6
Rio Dewanto,0.6,5.9
Rio Elani,0.6,5.7
Rio Hackford,1.922,5.800000000000001
Rio Kanno,0.972,6.824999999999999
Rio Locsin,0.8400000000000001,6.944444444444445
Rio Matsumoto,1.2879999999999998,5.9
Rio Natsuki,0.951,5.4
Rio Peng,0.6,7.1
Rio Raj,0.6,6.0
Rio Uchida,2.811,5.9
Rio Vega,0.608,
Riona Hazuki,0.937,6.4
Rionaldo Stockhorst,0.6,6.0
Rip Taylor,3.811,6.699999999999999
Rip Torn,3.8819999999999997,5.894736842105263
Rip the Playa,0.6,4.8
Ririka Kawashima,1.4,6.3
Ririne Sasano,1.4,5.550000000000001
Riru Yoshina,0.6,
Risa Ai,0.6,5.8
Risa Goto,0.6,6.4
Risa Hayashi,3.995,6.7
Risa Kudo,0.6,6.3
Risa Mizuki,0.6,5.2
Risa Mizuno,1.413,7.3
Risa Nishimura,0.6,7.0
Risa Sudo,0.728,6.6
Risa Uemura,0.6,5.3
Rishi,0.6,4.9
Rishi Kapoor,0.652,5.7
Rishi Vij,0.6,5.9
Rishma Gurung,0.6,8.3
Rishma Malik Scott,0.694,6.933333333333334
Riskul Konakbaev,0.6,4.7
Risto Kaskilahti,0.884,6.0
Risto Palm,0.6,5.2
Risto Salmi,1.4,6.36
Risty Tagor,0.6,6.5
Rita Almeida,0.6,5.7
Rita Angela,1.008,7.0
Rita Assemany,0.656,6.733333333333333
Rita Bhaduri,0.694,5.95
Rita Blanco,0.766,6.0125
Rita Braun,0.6,6.6
Rita Brütt,0.84,6.6
Rita Burkovska,0.6,5.7
Rita Calçada Bastos,0.6,
Rita Carlini,3.126,6.7
Rita Christiani,0.6,7.4
Rita Cortese,0.6,6.22
Rita Davies,1.027,5.2
Rita Dominic,0.6,
Rita Durão,1.2140000000000002,6.527272727272726
Rita Gardner,0.6,7.6
Rita Guedes,0.692,4.45
Rita Gumbs,0.6,8.0
Rita Góbi,0.828,5.7
Rita Hayek,0.6,5.4
Rita Joshi,0.6,6.2
Rita Klein,0.6,6.8
Rita Kvist,1.214,5.550000000000001
Rita Lee,0.6,7.066666666666666
Rita Lengyel,0.756,6.2
Rita Little Boy,0.6,8.6
Rita Loureiro,0.6,6.833333333333333
Rita Magdalena,1.176,8.4
Rita Marrafa de Carvalho,0.6,6.2
Rita Martins,0.6,5.5
Rita Miranda,0.6,5.8
Rita Moreno,1.96,7.05
Rita Ora,1.404,4.7
Rita Pauls,1.4,
Rita Pereira,1.772,5.1
Rita Pereira Marques,0.6,7.0
Rita Porto,0.98,5.8
Rita Raave,0.828,6.1
Rita Ramnani,1.38,4.3
Rita Rudaini,2.744,4.3999999999999995
Rita Tallós,0.6,4.8
Rita Terranova,0.6,6.4
Rita Tushingham,2.925,6.0
Rita Videira,0.6,6.9
Rita Wilson,3.491,6.114285714285714
Ritabhari Chakraborty,0.6,4.8
Ritchie Coster,2.892,5.82
Ritchie Montgomery,1.9600000000000006,5.7
Ritesh Deshmukh,1.5010000000000003,5.3999999999999995
Ritesh Rajan,1.96,4.0
Rithy Dourng,0.6,7.1
Riti Madugula,0.6,5.9
Ritie Titofaga,0.6,5.8
Ritika Shrotri,0.6,6.0
Riton Liebman,1.684,5.925
Ritsu Otomo,0.6,6.5
Rittika Sen,1.4,5.65
Ritu Shivpuri,0.6,7.2
Rituparna Sengupta,1.673,7.4
Ritwik Chakraborty,0.6,7.128571428571428
Ritz Azul,2.069,3.2
Riva Arora,0.6,4.35
River Phoenix,3.378,6.4
River Watson,0.6,4.3
Rivka Michaeli,1.008,6.666666666666667
Rivka Neuman,0.98,7.2
Rivka Raz,0.6,6.4
Riya Banik,1.4,7.2
Riya Sen,2.5799999999999996,5.340000000000001
Riya Suman,1.96,5.4
Riyad Echahi,0.98,6.6
Riyad Ideis,0.6,6.9
Riyad Sliman,0.6,5.8
Riyaz Khan,1.0519999999999998,5.9799999999999995
Riythvika,0.84,3.7
Riz Ahmed,1.937,7.4
Riza Kocaoğlu,5.103,6.0
Rizabawa,0.6,4.675000000000001
Rizgar Sedi,0.6,7.1
Rizky Hanggono,0.6,6.366666666666667
Rizky MA,0.6,7.7
Rizky Mocil,0.84,5.925000000000001
Rizky Nazar,1.889,5.5
Rizwan Manji,1.125,6.6
Rizza Islam,0.98,7.2
Rizza Rossini,0.6,
Rja Al-Mutairi,0.6,7.2
Roampol Rochanakit,0.6,6.1
Roark Critchlow,0.979,3.7
Rob,0.6,5.8
Rob Aaron,0.6,4.3
Rob Archer,2.188,5.5
Rob Bartlett,0.98,4.8
Rob Benedict,2.613,4.975
Rob Blankenhorn,0.6,2.6
Rob Boltin,1.4,5.8
Rob Botts,0.6,6.5
Rob Bouton,0.631,3.7
Rob Brown,1.4,6.6
Rob Brownstein,0.6,5.4
Rob Brydon,0.972,6.35
Rob Campbell,2.287,6.8999999999999995
Rob Carlton,0.728,6.3
Rob Challans,0.6,7.2
Rob Clark,0.6,3.6
Rob Cohen,2.535,7.25
Rob Corddry,1.763,6.0
Rob Cupertino,0.6,2.3
Rob Das,0.98,5.7
Rob David,0.6,4.6
Rob Devaney,0.6,6.1
Rob Diloreto,0.6,5.1
Rob Dixon,0.6,4.8
Rob Dyrdek,1.008,6.1
Rob Edwards,0.694,6.8
Rob Estes,2.649,4.633333333333333
Rob Freeman,1.62,6.3
Rob G. Kahn,0.6,3.2
Rob Hamm,0.6,4.6
Rob Hayter,1.263,7.0
Rob Heydon,0.6,6.5
Rob Hood,0.6,3.7
Rob Huebel,2.8069999999999995,5.7
Rob Jarvis,1.96,6.9
Rob Jenkins,0.6,5.4
Rob Jerram,0.6,6.1
Rob Jorritsma,0.6,7.7
Rob Kingwill,0.6,7.5
Rob Klubeck,0.6,
Rob LaBelle,3.146,6.04
Rob Ladesich,0.6,2.2
Rob Lanza,0.98,4.6
Rob Lowe,3.722,5.233333333333333
Rob Machado,1.38,7.466666666666666
Rob Malda,0.6,7.3
Rob McBeth,0.6,6.1
Rob McElhenney,2.044,5.96
Rob McSwinney,0.6,6.8
Rob Medina,0.6,7.7
Rob Monkiewicz,0.6,4.4
Rob Moran,1.62,2.75
Rob Moretti,1.96,5.2
Rob Morgan,1.428,6.6
Rob Morrow,2.664,6.1000000000000005
Rob Nagle,0.832,4.85
Rob Neukirch,1.106,6.5
Rob Paulsen,2.51,6.6
Rob Pinkston,2.167,5.9
Rob Rackstraw,0.694,5.0
Rob Raco,0.98,4.8
Rob Rechsteiner,0.669,6.6
Rob Reiner,1.909,5.6
Rob Riggle,4.155,6.177777777777777
Rob Roy,0.6,3.9
Rob Roy Fitzgerald,0.792,4.4
Rob Scattergood,0.6,3.5
Rob Schneider,3.996190476190474,5.533333333333334
Rob Schrab,0.6,3.1
Rob Shehadie,1.4,5.8
Rob Sher,0.6,
Rob Simonsen,0.6,4.3
Rob Smets,0.6,4.4
Rob Smith,0.6,6.5
Rob Sowulski,0.6,7.3
Rob Steele,0.6,
Rob Stefaniuk,0.728,5.0
Rob Stewart,0.828,8.0
Rob Sullivan,0.6,5.7
Rob Tallach,0.6,8.2
Rob Taylor,0.6,4.2
Rob Tepper,0.84,4.5
Rob Thorne,0.6,7.8
Rob Tinkler,0.704,5.6
Rob Tyner,1.4,8.0
Rob Vidal,0.6,5.9
Rob Zabrecky,1.094,5.0
Rob Zombie,4.926,6.82
Rob de Leeuw,0.6,5.9
Rob van Meenen,1.526,4.3
Robb Flynn,0.98,7.6
Robb Zipp,0.6,5.1
Robbi Chong,1.397,6.65
Robbi Merrill,0.6,5.1
Robbie Amell,4.027,4.9
Robbie Cleiren,0.98,6.7
Robbie Coltrane,6.519999999999997,6.879999999999999
Robbie Gee,0.98,5.425
Robbie Jones,1.62,5.8
Robbie Magasiva,0.713,5.36
Robbie Muntz,0.6,7.0
Robbie Rist,0.98,3.95
Robbie Williams,0.699,5.95
Robbin Ryan,0.6,6.0
Robby Benson,1.328,6.2
Robby Cheung,0.6,6.3
Robby Gordon,0.6,7.5
Robby Purba,0.6,8.1
Robby Takac,0.6,7.1
Robby Tumewu,1.4,7.199999999999999
Robbyne Manning,0.694,3.4
Robert 'Roby' Hutchinson,0.6,5.5
Robert 'Snow' Pennell,0.6,5.9
Robert 'Toshi' Kar Yuen Chan,1.015,5.6
Robert A. Guthrie,0.6,6.4
Robert Aberdeen,0.6,5.6
Robert Acosta,0.6,7.5
Robert Adamson,1.011,4.55
Robert Alan Beuth,1.96,6.0
Robert Allen Mukes,0.838,4.8
Robert Altman,1.348,8.2
Robert Amstler,1.4,4.5
Robert Ankers,0.6,2.5
Robert Anthony Peters,0.6,1.5
Robert Anton Wilson,0.6,4.8
Robert Araujo,0.6,4.9
Robert Arevalo,1.0699999999999998,6.319999999999999
Robert Arlinder,0.6,3.9
Robert Axelrod,0.84,2.3
Robert B. Scull,0.6,6.9
Robert Badinter,0.6,7.15
Robert Bagnell,1.076,6.3
Robert Bailey Jr.,1.4,5.925
Robert Baker,1.788,6.575
Robert Baltzer,0.6,6.8
Robert Bardy,0.6,4.8
Robert Bathurst,0.766,6.5
Robert Bauer,0.728,5.1
Robert Baugh,0.6,4.1
Robert Beaumont,0.6,2.5
Robert Beavers,0.6,6.9
Robert Beckwith,0.828,7.7
Robert Bella,0.608,5.4
Robert Beltran,3.434,4.5
Robert Belushi,1.4,8.0
Robert Benz,0.6,4.8
Robert Berdella,0.608,3.9
Robert Berger,0.6,6.5
Robert Berlin,0.6,4.6
Robert Berson,0.6,4.566666666666666
Robert Bixby,0.6,7.5
Robert Blanche,0.608,5.8
Robert Blesse,0.6,5.2
Robert Blush,0.6,3.3
Robert Blythe,0.766,4.3
Robert Boivin,0.6,
Robert Bones,0.6,3.6
Robert Borzych,0.6,3.6
Robert Boulter,1.094,5.55
Robert Bozek,3.045,5.4
Robert Bradle,0.6,7.6
Robert Breer,0.652,8.4
Robert Breuler,0.6,5.9
Robert Bronzi,4.81,2.8
Robert Broughton,0.6,2.4
Robert Brouillette,1.96,6.566666666666666
Robert Buckley,1.978,4.5
Robert Burns,1.932,5.9
Robert Bustamante,0.6,2.3
Robert Butler,0.6,7.2
Robert Byrd,0.6,7.9
Robert C. Kirk,1.4,6.3
Robert C. Treveiler,1.502,6.3
Robert Cait,1.386,7.2
Robert Capelli Jr.,0.6,4.7
Robert Carlyle,4.326,6.293333333333333
Robert Carradine,0.768,4.840000000000001
Robert Chimento,0.6,6.4
Robert Christopher Riley,3.112,5.6
Robert Cicchini,1.214,4.866666666666666
Robert Clark,0.6,7.3
Robert Clarke,2.002,5.4
Robert Clary,0.828,7.7
Robert Clements,0.84,4.4
Robert Clivillés,0.6,7.6
Robert Clohessy,3.587,5.7375
Robert Clotworthy,1.592,5.4
Robert Coleby,1.62,5.4
Robert Colls,0.6,7.7
Robert Conder,0.828,6.2
Robert Conrad,2.811,3.2
Robert Cornthwaite,1.96,5.4
Robert Costanzo,8.897000000000002,4.458333333333333
Robert Covarrubias,0.6,4.0
Robert Crooks,0.6,6.25
Robert Culp,2.786,5.26
Robert Cunningham,0.6,5.0
Robert Curtis Brown,2.666,4.300000000000001
Robert D'Avanzo,0.694,6.0
Robert D. Allsup,0.6,5.9
Robert Daleo,0.6,5.7
Robert Davi,5.191,4.9
Robert David Hall,1.22,4.3
Robert Davide,0.6,5.6
Robert Davidson,0.6,8.7
Robert Daws,1.4,6.2
Robert Dawson,0.6,7.3
Robert De Niro,9.015999999999998,6.245833333333331
Robert Del Naja,0.6,7.2
Robert Derham,0.6,7.2
Robert Desplechin,0.6,6.5
Robert Deveau,0.6,7.0
Robert DiTillio,0.6,2.6
Robert Dillard,0.6,5.8
Robert Dionne,0.6,4.7
Robert Donavan,1.8339999999999999,4.184615384615385
Robert Donner,2.711,5.5
Robert Douglas Washington,0.6,5.4
Robert Downey Jr.,21.360999999999994,6.804347826086956
Robert Downey Sr.,1.4,6.85
Robert Downs,0.6,2.5
Robert Duncan,0.6,4.8
Robert Duncan McNeill,1.385,2.8
Robert Duvall,2.387,6.644444444444445
Robert Dölle,0.6,5.4
Robert E. Beckwith,0.6,5.2
Robert Earl Crudup,0.6,3.9
Robert Easton,1.9959999999999998,5.900000000000001
Robert Ellis Miller,0.98,6.8
Robert Elms,0.6,7.2
Robert Enckell,1.38,6.4
Robert Englund,2.0620000000000003,5.87
Robert Erickson,0.6,2.6
Robert F. Campbell,0.98,3.3
Robert F. Kennedy,0.608,7.066666666666666
Robert F. Simon,1.22,6.9
Robert F. Williams,0.6,7.6
Robert Falcon Scott,0.6,4.2
Robert Farrior,0.6,6.2
Robert Fente,0.6,4.7
Robert Field,0.6,2.9
Robert Fischer,0.6,2.6
Robert Florentin Ilie,0.6,6.6
Robert Floyd,3.184,4.2
Robert Forster,2.68,5.823809523809523
Robert Fortunato,0.6,
Robert Foxworth,3.756,6.25
Robert Franklin,0.6,5.1
Robert Fuller,2.33,7.5
Robert Funaro,1.985,5.5
Robert Fyfe,1.535,6.3
Robert G. Christie,0.6,1.4
Robert Gallinowski,1.159,5.766666666666667
Robert Gallo,0.6,4.1
Robert Gant,0.765,6.7
Robert Giggenbach,0.618,5.949999999999999
Robert Ginty,1.526,5.0
Robert Glatzeder,0.6,5.3
Robert Glen Keith,0.828,5.5
Robert Gomes,0.6,5.8
Robert Gonera,0.608,5.739999999999999
Robert Goodman,1.614,4.4
Robert Gossett,1.715,6.2
Robert Goulet,1.678,4.6
Robert Grober,0.6,
Robert Guillaume,1.5120000000000002,4.733333333333333
Robert Gulaczyk,1.53,
Robert Gustafsson,4.397,7.050000000000001
Robert Gwisdek,0.6,4.1
Robert Hamilton Wright,0.6,6.1
Robert Hands,1.4,6.8
Robert Hansen,0.605,5.25
Robert Hardy,0.6,5.8
Robert Harper,0.676,6.7
Robert Harriell,0.6,5.5
Robert Harris,0.6,4.0
Robert Harte,0.6,5.6
Robert Hauer-Riedl,0.764,4.6
Robert Hays,0.65,5.2
Robert Henderson,1.094,6.7
Robert Henline,0.6,8.5
Robert Henry,0.6,7.6
Robert Herrick,0.6,3.2
Robert Hirsch,0.6,6.1
Robert Hobbs,0.6675,5.925
Robert Hoffman,1.284,3.733333333333334
Robert Hogan,0.7920000000000001,5.966666666666666
Robert Holloway,0.6,
Robert Hossein,4.155,4.875
Robert Huculak,0.828,6.1
Robert Hutchings,0.6,8.2
Robert Hájek,0.6,3.9
Robert Ian Evans,0.6,5.0
Robert Iler,1.96,6.1
Robert Ismajlovic,0.6,3.5
Robert J. Ashe,0.6,7.6
Robert J. Feldman,0.6,5.4
Robert J. Lee,0.6,5.3
Robert J. Massetti,0.6,3.6
Robert James Raymond,0.6,3.9
Robert Janowski,0.6,6.0
Robert Jasper,0.6,7.0
Robert Jayne,1.646,5.4
Robert Jašków,1.38,6.25
Robert Jelinek,0.6,3.65
Robert John Burke,2.371,6.283333333333334
Robert Joy,1.4,5.92
Robert Jozinovic,1.4,5.4
Robert Jukosky,0.6,5.6
Robert Kaldy-Karo,0.6,6.4
Robert Kataraiya,0.6,7.2
Robert Keith Kelly,0.6,8.1
Robert Kimmel,0.6,2.2
Robert King,1.094,2.9
Robert Kirk,0.6,6.2
Robert Klein,1.663,6.0
Robert Knepper,4.546499999999999,6.1125
Robert Knott,0.828,3.75
Robert Kramer,1.96,6.633333333333334
Robert Kraus,0.6,2.1
Robert L. Camina,0.6,5.0
Robert L. Miller,0.6,3.1
Robert LaSardo,2.6589999999999994,4.985714285714286
Robert Lambrechts,0.6,7.9
Robert Lamm,0.6,7.3
Robert Lang,1.264,7.6
Robert Lankford,0.6,6.8
Robert Lantz,0.6,7.6
Robert Lavoie,0.6,3.7
Robert Lawton,0.6,6.5
Robert Lepage,0.6,7.05
Robert Lesser,0.694,7.0
Robert Levon Been,0.6,4.8
Robert Lewis Stephenson,1.38,7.7
Robert Lin,1.38,5.4
Robert Lindahl Haug,0.6,5.7
Robert Llewellyn,1.22,6.15
Robert Lloyd,0.6,7.7
Robert Loggia,5.716,5.15
Robert Lohr,0.632,6.433333333333334
Robert Longstreet,0.6,6.7
Robert LuPone,1.22,6.266666666666666
Robert Lubera,0.6,5.9
Robert M. Hayden,0.6,6.9
Robert M. Price,0.6,6.9
Robert Machray,0.6,3.6
Robert Madison,0.694,6.233333333333334
Robert Madrid,0.829,3.2
Robert Mailhouse,2.705,5.7
Robert Maillet,4.018,7.0
Robert Maisonett,0.6,5.6
Robert Malley,0.98,7.5
Robert Mammone,0.965,4.533333333333333
Robert Mangiardi,0.6,6.3
Robert Manion,0.6,4.9
Robert Margolis,0.6,7.6
Robert Masse,0.6,6.2
Robert McChesney,0.6,8.0
Robert McKenna,0.694,5.7
Robert McNamara,1.4,8.1
Robert McRay,0.694,4.9
Robert Meadows,0.6,4.7
Robert Meller,0.828,6.5
Robert Menzies,0.6,6.85
Robert Merrill,0.84,3.9
Robert Miano,1.4000000000000001,4.191666666666666
Robert Mikluš,1.4,6.6
Robert Miranda,1.282,4.15
Robert Missler,0.6,6.8
Robert Morgan,1.5497142857142858,6.385714285714285
Robert Morin,0.6,7.3
Robert Munns,0.6,6.3
Robert Murphy,0.6,7.2
Robert Musgrave,0.6,7.6
Robert Myers,1.011,6.05
Robert Myre,0.6,7.5
Robert Nairne,0.607,4.2
Robert Ndrenika,1.4,6.8
Robert Nickisch,0.6,
Robert Noack,0.6,4.9
Robert Noble,1.556,6.7
Robert Nolan Clark,0.6,3.45
Robert Olding,0.6,6.7
Robert Olech,0.98,6.4
Robert Oliver,0.6,8.0
Robert Oppel,0.6,3.1
Robert Opsahl,0.6,4.6
Robert Orr,1.4,4.4
Robert Osborne,0.84,6.5
Robert P. Olsson,0.6,4.9
Robert Pairan,0.6,4.8
Robert Paterson,1.159,4.3
Robert Patrick,5.878,5.3545454545454545
Robert Patrick Brink,0.6,5.7
Robert Pattinson,12.958000000000002,6.574999999999999
Robert Peary,0.6,7.6
Robert Pemberton,0.6,5.4
Robert Perry,0.6,5.7
Robert Peters,1.96,5.175000000000001
Robert Picardo,1.305,6.75
Robert Pike Daniel,0.84,2.8
Robert Pine,2.2811111111111115,5.488888888888889
Robert Plemić,0.98,4.9
Robert Pralgo,1.912,4.6
Robert Prebil,0.648,7.0
